Age,Gender,Weight (kg),Height (m),BMI,BMI_Category,Experience_Level,Session_Duration (hours),Calories_Burned,Name of Exercise,Difficulty Level,Reps,Burns Calories (per 30 min),target_muscles,focus_area,strength,cardio,hiit,yoga,calories_norm,difficulty_norm,weight_gain_score,weight_loss_score
38.73,1,61.49,1.66,22.31,1,1,0.93,921.54,Lat Pulldowns,1,25.02,329.48,"['lats', 'biceps']",upperbody,1,0,0,0,0.793524668,0.5,0.4690287,0.275
59.07,0,41.14,1.65,15.11,0,0,1.23,811.06,Pull-ups,2,16.98,338.17,"['lats', 'biceps']",upperbody,1,0,0,0,0.827877925,1,0.474181689,0.35
50.87,0,49.82,1.61,19.22,1,0,1.36,896.78,Face Pulls,1,16.01,350.96,"['rear_delts', 'traps']",upperbody,1,0,0,0,0.878439279,0.5,0.481765892,0.275
39.92,0,57.36,1.71,19.62,1,25,1.87,1457.48,Shoulder Press,1,20.97,344.63,"['deltoids', 'triceps']",upperbody,1,0,0,0,0.85341556,0.5,0.478012334,0.275
32.99,1,46.09,1.89,12.9,0,13,1.45,1044,Burpees,2,24.07,339.06,['full_body'],fullbody,0,1,1,0,0.831396268,1,0.57470944,0.75
57.41,1,108.85,1.91,29.84,2,15,1.5,1983.3,Lat Pulldowns,2,16,357.41,"['lats', 'biceps']",upperbody,1,0,0,0,0.903937381,1,0.485590607,0.35
57.39,1,75.84,1.67,27.19,2,12,1.05,1007.16,Bear Crawls,1,14.98,360.68,"['shoulders', 'core', 'legs']",fullbody,0,0,1,0,0.916864326,0.5,0.387529649,0.425
50.06,0,56.07,1.6,21.9,1,27,1.88,1467.53,Bulgarian Split Squats,2,21.99,361.38,"['quads', 'glutes']",lowerbody,1,0,0,0,0.919631562,1,0.487944734,0.35
39.67,0,76.94,1.92,20.87,1,10,1.13,811.57,Bench Press,2,22.91,371.43,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.959361164,1,0.493904175,0.35
23.37,1,60.61,1.59,23.97,1,24,1.8,2570.04,Tricep Dips,2,23.88,353.54,['triceps'],upperbody,1,0,0,0,0.88863852,1,0.483295778,0.35
47.27,1,97.6,1.9,27.04,2,0,0.75,741.15,Bicep Curls,2,17.07,347.15,['biceps'],upperbody,1,0,0,0,0.863377609,1,0.479506641,0.35
49.94,1,51.05,1.69,17.87,0,0,1.32,870.41,Lateral Raises,0,20.95,356.86,['lateral_delts'],upperbody,1,0,0,0,0.901763125,0,0.485264469,0.2
48.16,1,128.37,1.61,49.52,3,13,1.06,1144.8,Lat Pulldowns,0,23.98,374.76,"['lats', 'biceps']",upperbody,1,0,0,0,0.9725253,0,0.495878795,0.2
40.98,0,44.1,1.77,14.08,0,0,1.19,1175.96,Calf Raises,2,12.03,164.89,['calves'],lowerbody,1,0,0,0,0.142868438,1,0.371430266,0.35
45.22,0,52.36,1.88,14.81,0,14,1.07,1413.58,Flutter Kicks,2,15.11,330.71,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.798387097,1,0.719758065,0.7
19.8,1,76.05,1.77,24.27,1,12,1.42,1532.32,Leg Press,2,15.92,353.68,"['quads', 'glutes']",lowerbody,1,0,0,0,0.889191967,1,0.483378795,0.35
35.68,0,47.75,1.68,16.92,0,2,1.22,1075.55,Calf Raises,1,22.15,332.34,['calves'],lowerbody,1,0,0,0,0.804830803,0.5,0.47072462,0.275
38.96,0,101.99,1.94,27.1,2,0,0.89,587.4,Pull-ups,1,22.02,368.3,"['lats', 'biceps']",upperbody,1,0,0,0,0.946987666,0.5,0.49204815,0.275
31.94,0,86.24,1.6,33.69,3,22,2,2851.2,Thrusters,1,21.92,343.36,"['legs', 'shoulders', 'core']",fullbody,1,0,1,0,0.848395003,0.5,0.72725925,0.625
22.09,0,70.57,1.77,22.53,1,0,1.5,1317.6,Push Ups,1,18.92,342.32,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.844283681,0.5,0.476642552,0.275
30.51,0,77.23,1.77,24.65,1,15,1.41,1016.89,Flutter Kicks,2,14.94,350.6,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.877016129,1,0.731552419,0.7
42.19,0,45.09,1.6,17.61,0,14,1.32,1268.26,Bulgarian Split Squats,2,12.02,178.93,"['quads', 'glutes']",lowerbody,1,0,0,0,0.198371284,1,0.379755693,0.35
41.42,0,81.32,1.87,23.25,1,24,1.87,2669.99,Pull-ups,1,19.1,345.11,"['lats', 'biceps']",upperbody,1,0,0,0,0.855313093,0.5,0.478296964,0.275
52.04,1,105.02,1.99,26.52,2,0,0.93,817.66,Face Pulls,2,23.07,373.37,"['rear_delts', 'traps']",upperbody,1,0,0,0,0.967030361,1,0.495054554,0.35
36.73,0,73.46,1.76,23.72,1,14,1.22,879.13,Tricep Extensions,2,17.98,332.02,['triceps'],upperbody,1,0,0,0,0.803565781,1,0.470534867,0.35
38.95,1,58.99,1.93,15.84,0,12,1.35,1456.78,Prone Cobras,2,22.98,333.92,['upper_back'],upperbody,0,0,0,1,0.81107685,1,0.171661528,0.2
22.85,0,86.85,1.91,23.81,1,25,1.88,1465.27,Plyometric Push-ups,0,24.01,346.71,"['chest', 'shoulders']",upperbody,0,0,1,0,0.861638204,0,0.379245731,0.35
21.15,1,89.27,1.6,34.87,3,27,1.71,1779.77,Squats,1,19.01,333.93,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.811116382,0.5,0.471667457,0.275
42.05,1,57.48,1.57,23.32,1,26,1.83,1427.4,Zottman Curls,0,16.19,331.38,"['biceps', 'forearms']",upperbody,1,0,0,0,0.801035737,0,0.470155361,0.2
44.91,0,59.04,1.51,25.89,2,14,1.15,1243.04,Seated Rows,1,24.98,331.45,"['mid_back', 'lats']",upperbody,1,0,0,0,0.80131246,0.5,0.470196869,0.275
51.77,0,86,1.8,26.54,2,24,1.7,1985.94,Jumping Jacks,1,20.92,361.44,['full_body'],fullbody,0,1,1,0,0.919868754,0.5,0.587980313,0.675
36.56,0,76.44,1.77,24.4,1,12,1.36,1793.7,Step-ups,2,17.01,355.42,"['glutes', 'quads']",lowerbody,1,0,0,0,0.896070525,1,0.484410579,0.35
31.07,1,53.08,1.76,17.14,0,13,1.21,1161.6,Tricep Extensions,2,24.04,363.78,['triceps'],upperbody,1,0,0,0,0.929119228,1,0.489367884,0.35
45.59,1,108.62,1.64,40.39,3,0,1.4,1386,Reverse Lunges,1,19.03,363.48,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.92793327,0.5,0.489189991,0.275
52.8,0,94.04,1.95,24.73,1,1,0.88,1065.77,Superman,0,18.97,370.32,"['lower_back', 'glutes']",core,0,0,0,1,0.954973118,0,0.193245968,0.05
29.92,0,60.26,1.55,25.08,2,13,1.3,1716,Decline Push-ups,2,24.92,363.54,"['lower_chest', 'triceps']",upperbody,1,0,0,0,0.928170462,1,0.489225569,0.35
20.72,0,100.38,1.84,29.65,2,1,1.31,1298.08,Rows,2,20.03,375.87,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.976913346,1,0.496537002,0.35
28.6,0,87.41,1.86,25.27,2,25,1.52,1579.58,Superman,1,16.05,363.34,"['lower_back', 'glutes']",core,0,0,0,1,0.927379823,0.5,0.189106973,0.125
31.96,0,84.31,1.74,27.85,2,1,1.45,1436.8,Plank,1,18.95,363.17,"['core', 'shoulders', 'glutes']",core,1,0,0,1,0.92670778,0.5,0.539006167,0.325
30.87,0,48.74,1.51,21.38,1,0,1.47,1292.42,Jumping Jacks,2,12.03,165.32,['full_body'],fullbody,0,1,1,0,0.144568311,1,0.471685247,0.75
26.16,0,110.74,1.9,30.68,3,0,1.03,1018.77,Burpees,0,19.13,360.61,['full_body'],fullbody,0,1,1,0,0.916587603,0,0.58748814,0.6
31.98,0,84.22,1.74,27.82,2,0,1.45,1754.5,Leg Press,1,18.97,362.54,"['quads', 'glutes']",lowerbody,1,0,0,0,0.924217268,0.5,0.48863259,0.275
23.26,1,44.19,1.62,16.84,0,0,0.57,689.07,Tricep Extensions,2,23.99,348.41,['triceps'],upperbody,1,0,0,0,0.868358634,1,0.480253795,0.35
49.23,0,70.3,1.67,25.21,2,0,0.94,1137.4,Decline Push-ups,1,16.96,350.5,"['lower_chest', 'triceps']",upperbody,1,0,0,0,0.87662081,0.5,0.481493121,0.275
28.28,1,85.11,1.79,26.56,2,10,1.35,1777.54,Seated Rows,0,15.97,347.86,"['mid_back', 'lats']",upperbody,1,0,0,0,0.866184377,0,0.479927657,0.2
21.93,0,61.58,1.52,26.65,2,28,1.83,2144.39,Leg Press,0,21.03,362.62,"['quads', 'glutes']",lowerbody,1,0,0,0,0.924533523,0,0.488680028,0.2
25.34,1,40.94,1.67,14.68,0,12,1.02,733.79,Box Jumps,0,21.9,362.78,"['glutes', 'quads']",lowerbody,0,0,1,0,0.925166034,0,0.388774905,0.35
50.67,1,48.56,1.77,15.5,0,0,1.47,1293.6,Jumping Jacks,2,16.1,334.23,['full_body'],fullbody,0,1,1,0,0.81230234,1,0.571845351,0.75
22.79,1,57.48,1.71,19.66,1,13,1.14,820.8,Calf Raises,0,22,338.7,['calves'],lowerbody,1,0,0,0,0.829973118,0,0.474495968,0.2
49.15,1,60.97,1.87,17.44,0,11,1.15,826.62,Dips,2,24.95,335.66,"['chest', 'triceps']",upperbody,1,0,0,0,0.817955408,1,0.472693311,0.35
46.31,1,109.01,1.64,40.53,3,2,1.4,1234.24,Turkish Get-ups,1,19.04,362.68,"['full_body', 'core']",fullbody,1,0,0,1,0.924770715,0.5,0.538715607,0.325
23.07,1,116.79,1.79,36.45,3,10,1,957.6,Flutter Kicks,1,17.05,347.89,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.866302973,0.5,0.729945446,0.625
51.09,1,48.78,1.77,15.57,0,0,1.46,961.85,Dragon Flags,2,16.06,335.2,"['core', 'hip_flexors']",core,1,0,0,0,0.816136939,1,0.472420541,0.35
32.12,1,67.93,1.92,18.43,0,0,1.44,1425.6,Tricep Extensions,1,15,368.08,['triceps'],upperbody,1,0,0,0,0.946117963,0.5,0.491917694,0.275
18.85,0,72.3,1.75,23.61,2,13,1.2,864,Turkish Get-ups,0,22.06,336.89,"['full_body', 'core']",fullbody,1,0,0,1,0.822817837,0,0.523422676,0.25
43.27,0,54.42,1.72,18.4,0,15,1.02,1348.64,Frog Jumps,1,22,328.57,"['glutes', 'quads']",lowerbody,0,1,1,0,0.789927261,0.5,0.568489089,0.675
34.09,0,53.6,1.52,23.2,1,1,1.14,753.08,Step-ups,0,24.93,344.25,"['glutes', 'quads']",lowerbody,1,0,0,0,0.851913346,0,0.477787002,0.2
28.36,0,55.86,1.5,24.83,1,26,1.94,2774.2,Plyo Squats,0,19.98,327.79,"['quads', 'glutes']",lowerbody,0,0,1,0,0.78684377,0,0.368026565,0.35
40.35,1,56.65,1.78,17.88,0,26,1.78,2082.6,Push Ups,0,18.06,334.17,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.812065149,0,0.471809772,0.2
51.89,0,50.02,1.78,15.79,0,0,0.85,1026.63,Bird Dogs,1,25.07,351.3,"['core', 'lower_back']",core,0,0,0,1,0.879783365,0.5,0.181967505,0.125
40.62,0,66.86,1.69,23.41,1,0,0.77,507.28,Squats,1,22.08,350.18,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.875355787,0.5,0.481303368,0.275
39.74,1,72.14,1.6,28.18,2,0,0.87,573.68,Deadlifts,1,18.08,357.13,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.902830487,0.5,0.485424573,0.275
43.71,0,69.37,1.75,22.65,1,0,1.03,679.18,Deadlifts,2,18.98,348.68,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.869425996,1,0.480413899,0.35
25.9,0,74.05,1.66,26.87,2,0,0.91,799.34,Lunges,0,14.96,334.7,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.814160342,0,0.472124051,0.2
50.94,1,109.44,1.78,34.54,3,0,0.54,652.81,Push-ups,0,19.17,345.38,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.856380455,0,0.478457068,0.2
45.73,0,60.19,1.68,21.33,1,14,1.16,1253.84,Bear Crawls,1,23.01,350.59,"['shoulders', 'core', 'legs']",fullbody,0,0,1,0,0.876976597,0.5,0.38154649,0.425
19.98,0,55,1.6,21.48,1,11,1.12,1073.41,Tricep Dips,2,24.99,363.38,['triceps'],upperbody,1,0,0,0,0.927537951,1,0.489130693,0.35
41.88,1,48.48,1.5,21.55,1,12,1.15,1516.74,Push-ups,2,19.92,365.62,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.936393106,1,0.490458966,0.35
28.67,1,86.07,1.65,31.61,3,25,1.66,1293.8,Renegade Rows,0,17.1,348.17,"['lats', 'core']",fullbody,1,0,0,0,0.867409867,0,0.48011148,0.2
29.87,0,121.88,2,30.47,3,12,1.24,892.06,Leg Raises,2,20.91,349.74,"['lower_abs', 'hip_flexors']",core,1,0,0,0,0.873616382,1,0.481042457,0.35
38.85,1,61.16,1.64,22.74,1,2,0.95,837.52,Decline Push-ups,2,20.03,339.31,"['lower_chest', 'triceps']",upperbody,1,0,0,0,0.832384567,1,0.474857685,0.35
19.09,1,56.9,1.87,16.27,0,0,0.62,545.1,Dead Bugs,1,18.94,333.23,"['transverse_abs', 'core']",core,1,0,0,1,0.808349146,0.5,0.521252372,0.325
47.01,0,62.16,1.54,26.21,2,30,1.95,2797.08,Face Pulls,1,17.08,350.6,"['rear_delts', 'traps']",upperbody,1,0,0,0,0.877016129,0.5,0.481552419,0.275
54.01,0,83.77,1.86,24.21,1,25,1.54,1200.28,Mountain Climbers,1,14.97,338.47,"['core', 'shoulders', 'legs']",fullbody,0,1,1,0,0.829063884,0.5,0.574359583,0.675
31.28,1,63.39,1.8,19.56,1,0,0.59,518.26,Reverse Lunges,0,22.22,340.94,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.838828273,0,0.475824241,0.2
29.49,0,87.73,1.93,23.55,1,25,1.87,1943.3,Renegade Rows,1,21.99,373.47,"['lats', 'core']",fullbody,1,0,0,0,0.96742568,0.5,0.495113852,0.275
46.98,1,89.79,1.84,26.52,2,13,1.45,1914,Lat Pulldowns,0,21,374,"['lats', 'biceps']",upperbody,1,0,0,0,0.969520873,0,0.495428131,0.2
56.9,0,80.95,1.86,23.4,1,25,1.81,1880.95,Bicep Curls,1,20.96,346.73,['biceps'],upperbody,1,0,0,0,0.861717268,0.5,0.47925759,0.275
28.88,0,85.93,1.65,31.56,3,25,1.67,1301.6,Plyo Squats,2,17.08,348.56,"['quads', 'glutes']",lowerbody,0,0,1,0,0.868951613,1,0.380342742,0.5
21.92,0,57.29,1.72,19.37,1,13,1,960,Renegade Rows,1,23.06,333.52,"['lats', 'core']",fullbody,1,0,0,0,0.809495572,0.5,0.471424336,0.275
37.43,0,77.09,1.82,23.27,1,13,1.48,1598.4,Plyo Squats,1,18.88,344.29,"['quads', 'glutes']",lowerbody,0,0,1,0,0.852071474,0.5,0.377810721,0.425
47.07,1,66.84,1.75,21.83,1,12,1.13,1490.36,Wall Angels,0,15,201,"['upper_back', 'shoulders']",upperbody,0,0,0,1,0.28561828,0,0.092842742,0.05
20.03,0,63.44,1.78,20.02,1,25,1.7,1766.64,Jumping Jacks,1,17.87,363.88,['full_body'],fullbody,0,1,1,0,0.929514548,0.5,0.589427182,0.675
31.34,0,64.91,1.62,24.73,1,0,0.58,573.16,Wall Angels,1,22.91,345.25,"['upper_back', 'shoulders']",upperbody,0,0,0,1,0.85586654,0.5,0.178379981,0.125
46.78,1,79.36,1.77,25.33,2,0,0.73,481.8,Prone Cobras,0,15.05,348.16,['upper_back'],upperbody,0,0,0,1,0.867370335,0,0.18010555,0.05
40.85,1,78.49,1.72,26.53,2,15,1,961.6,Prone Cobras,2,16.02,358.61,['upper_back'],upperbody,0,0,0,1,0.908681214,1,0.186302182,0.2
24.14,1,59.48,1.5,26.44,2,17,1.25,903,Tricep Dips,0,23.96,368.36,['triceps'],upperbody,1,0,0,0,0.947224858,0,0.492083729,0.2
42.82,1,113.21,1.83,33.81,3,15,1.44,1557.79,Turkish Get-ups,0,10,154.53,"['full_body', 'core']",fullbody,1,0,0,1,0.101913346,0,0.415287002,0.25
57.95,1,50.39,1.67,18.07,0,12,1.39,1499.95,Step-ups,1,17.17,357.58,"['glutes', 'quads']",lowerbody,1,0,0,0,0.904609424,0.5,0.485691414,0.275
43.79,0,77.36,1.79,24.14,1,0,1.4,1386,Incline Push-ups,1,18.02,361.43,"['upper_chest', 'shoulders']",upperbody,1,0,0,0,0.919829222,0.5,0.487974383,0.275
52.07,0,71.11,1.58,28.49,2,13,1.03,741.6,Step-ups,1,15.9,352.76,"['glutes', 'quads']",lowerbody,1,0,0,0,0.885555028,0.5,0.482833254,0.275
42.85,0,65.91,1.83,19.68,1,10,1.12,1206.58,Lateral Raises,0,21.09,341.72,['lateral_delts'],upperbody,1,0,0,0,0.841911765,0,0.476286765,0.2
23.13,0,106.75,1.94,28.36,2,1,1.36,898.42,Inverted Rows,2,14.87,343.6,"['upper_back', 'biceps']",upperbody,1,0,0,0,0.84934377,1,0.477401565,0.35
58.08,0,75.8,1.78,23.92,1,13,1.05,1134,Thrusters,2,22.05,348.77,"['legs', 'shoulders', 'core']",fullbody,1,0,1,0,0.869781784,1,0.730467268,0.7
59.23,0,55,1.57,22.31,1,0,0.58,574.2,Thrusters,1,18.96,352.6,"['legs', 'shoulders', 'core']",fullbody,1,0,1,0,0.884922517,0.5,0.732738378,0.625
41.17,1,62.12,1.64,23.1,1,28,1.92,1499.9,Box Jumps,0,25.01,351.29,"['glutes', 'quads']",lowerbody,0,0,1,0,0.879743833,0,0.381961575,0.35
54.12,1,55.19,1.71,18.87,1,0,0.78,685.78,Bicycle Crunches,0,15.04,350.97,"['abs', 'obliques']",core,1,0,0,0,0.878478811,0,0.481771822,0.2
37.62,1,76.51,1.58,30.65,3,3,0.74,734.6,Windshield Wipers,0,24,350.31,"['obliques', 'abs']",core,1,0,0,0,0.875869703,0,0.481380455,0.2
54.95,1,129.82,1.73,43.38,3,0,0.68,672.59,Dragon Flags,2,15.98,362.37,"['core', 'hip_flexors']",core,1,0,0,0,0.923545225,1,0.488531784,0.35
49.71,1,57.21,1.6,22.35,1,28,1.89,2214.7,Dragon Flags,1,22.08,360.65,"['core', 'hip_flexors']",core,1,0,0,0,0.916745731,0.5,0.48751186,0.275
36,0,55.99,1.95,14.72,0,10,1.07,1152.71,Deadlift,1,24.08,345.52,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.856933903,0.5,0.478540085,0.275
41.75,1,71.82,1.69,25.15,2,13,1.07,1412.4,Scissors Kicks,0,22.99,338.67,['lower_abs'],core,1,0,1,0,0.829854522,0,0.724478178,0.55
52.06,1,79.69,1.59,31.52,3,10,1.39,998.3,Leg Raises,2,14.98,355.92,"['lower_abs', 'hip_flexors']",core,1,0,0,0,0.898047122,1,0.484707068,0.35
53.88,0,69.62,1.52,30.13,3,0,0.76,666.98,Plyo Squats,1,20.94,345.02,"['quads', 'glutes']",lowerbody,0,0,1,0,0.854957306,0.5,0.378243596,0.425
24,1,72.44,1.76,23.39,1,0,0.87,1050.79,Kettlebell Swings,0,21.14,371.22,"['glutes', 'hamstrings', 'core']",fullbody,1,0,1,0,0.958530993,0,0.743779649,0.55
18.1,1,64.87,1.55,27,3,14,1.41,1524.07,Renegade Rows,0,23,358.45,"['lats', 'core']",fullbody,1,0,0,0,0.908048703,0,0.486207306,0.2
25.21,1,57.66,1.58,23.1,1,13,1.35,972,Lunges,1,14.88,367.01,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.941888046,0.5,0.491283207,0.275
59.04,1,85.96,1.67,30.82,3,25,1.98,1543.21,Scissors Kicks,1,24.88,366.5,['lower_abs'],core,1,0,1,0,0.939871917,0.5,0.740980787,0.625
35.73,1,90.2,1.65,33.13,3,11,1.39,999.13,Plyo Squats,1,15.14,352.51,"['quads', 'glutes']",lowerbody,0,0,1,0,0.88456673,0.5,0.382685009,0.425
58.54,0,59.73,1.76,19.28,1,26,1.73,2024.1,Deadlifts,1,14.89,337.13,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.823766603,0.5,0.473564991,0.275
24.98,0,62.26,1.64,23.15,1,2,1.2,1190.16,Bench Press,0,17.96,363.3,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.927221695,0,0.489083254,0.2
20.71,0,50.44,1.53,21.55,1,0,1.08,1306.8,Zottman Curls,0,24.16,336.32,"['biceps', 'forearms']",upperbody,1,0,0,0,0.820564516,0,0.473084677,0.2
31.18,0,61.1,1.76,19.72,1,27,1.81,2119.33,Deadlifts,0,15.04,356.51,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.900379507,0,0.485056926,0.2
30.96,0,60.31,1.76,19.47,1,24,1.81,1409.63,Dragon Flags,2,14.92,355.77,"['core', 'hip_flexors']",core,1,0,0,0,0.897454143,1,0.484618121,0.35
32.77,0,78.01,1.71,26.68,2,2,1.08,714.1,Calf Raises,0,18.99,364.95,['calves'],lowerbody,1,0,0,0,0.933744466,0,0.49006167,0.2
40.01,0,93.4,1.93,25.07,2,0,1.38,1364.96,Bird Dogs,1,18.05,361.03,"['core', 'lower_back']",core,0,0,0,1,0.918247944,0.5,0.187737192,0.125
34.26,0,64.6,1.62,24.62,1,25,1.75,1363.95,Bicycle Crunches,0,22.06,364.6,"['abs', 'obliques']",core,1,0,0,0,0.932360848,0,0.489854127,0.2
46.04,0,58.37,1.53,24.93,1,26,1.83,1903.2,Superman,1,16.08,333.87,"['lower_back', 'glutes']",core,0,0,0,1,0.81087919,0.5,0.171631879,0.125
36.25,1,100.15,1.99,25.29,2,0,1.32,870.41,Scissors Kicks,1,20.98,346.57,['lower_abs'],core,1,0,1,0,0.861084756,0.5,0.729162713,0.625
46.71,0,49.81,1.69,17.44,0,12,1.48,1419.62,Lat Pulldowns,1,24.25,359.13,"['lats', 'biceps']",upperbody,1,0,0,0,0.910736875,0.5,0.486610531,0.275
33.42,0,53.23,1.52,23.04,1,0,1.02,1231.96,Dragon Flags,0,15.97,335.88,"['core', 'hip_flexors']",core,1,0,0,0,0.818825111,0,0.472823767,0.2
48.17,1,87.27,1.76,28.17,2,26,1.81,1882.4,Rows,0,25.02,366.21,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.93872549,0,0.490808824,0.2
46.89,0,127.97,1.65,47,3,0,0.78,686.4,Kettlebell Swings,1,16.05,379.1,"['glutes', 'hamstrings', 'core']",fullbody,1,0,1,0,0.989682163,0.5,0.748452324,0.625
43.12,0,61.54,1.58,24.65,1,26,1.88,1955.2,Bear Crawls,0,18.07,367.34,"['shoulders', 'core', 'legs']",fullbody,0,0,1,0,0.9431926,0,0.39147889,0.35
28.94,0,58.86,1.61,22.71,1,14,1.19,1572.11,Turkish Get-ups,2,15.95,349.59,"['full_body', 'core']",fullbody,1,0,0,1,0.873023403,1,0.53095351,0.4
41.25,1,94.19,2,23.55,1,1,1.19,1441.21,Bulgarian Split Squats,0,12.03,259.83,"['quads', 'glutes']",lowerbody,1,0,0,0,0.518184693,0,0.427727704,0.2
55.03,1,117.69,1.72,39.78,3,0,0.76,667.58,Pull-ups,0,24.16,345.59,"['lats', 'biceps']",upperbody,1,0,0,0,0.857210626,0,0.478581594,0.2
32.94,1,58.21,1.67,20.87,1,1,0.91,801.53,Rows,2,22.02,360.7,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.91694339,1,0.487541509,0.35
19.43,1,73.14,1.79,22.83,1,1,0.8,528.48,Bird Dogs,0,25,333.91,"['core', 'lower_back']",core,0,0,0,1,0.811037318,0,0.171655598,0.05
55.58,1,90.55,1.61,34.93,3,12,1.39,999.97,Jumping Jacks,2,18.88,341.62,['full_body'],fullbody,0,1,1,0,0.841516445,1,0.576227467,0.75
40.99,0,55.17,1.55,22.96,1,13,1.45,1914,Push Ups,0,17.02,337.65,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.825822264,0,0.47387334,0.2
49.83,1,96.19,1.72,32.51,3,11,1.47,1056.64,Incline Push-ups,0,19.99,355.96,"['upper_chest', 'shoulders']",upperbody,1,0,0,0,0.89820525,0,0.484730787,0.2
29.05,1,68.77,1.72,23.25,1,15,1.09,786.11,Frog Jumps,0,15.01,345.41,"['glutes', 'quads']",lowerbody,0,1,1,0,0.856499051,0,0.578474858,0.6
21.99,1,55.08,1.62,20.99,1,29,1.62,1899.77,Lat Pulldowns,0,22.93,343.51,"['lats', 'biceps']",upperbody,1,0,0,0,0.848987982,0,0.477348197,0.2
31.25,0,70.49,1.98,17.98,0,0,0.72,475.2,Windshield Wipers,0,18.99,354.31,"['obliques', 'abs']",core,1,0,0,0,0.891682479,0,0.483752372,0.2
44,1,47.68,1.76,15.39,0,0,0.89,781.06,Resistance Band Pull-Aparts,2,20.01,365.13,"['rear_delts', 'rhomboids']",upperbody,1,0,0,1,0.93445604,1,0.540168406,0.4
50.85,1,54.48,1.53,23.27,1,14,1.1,1188.99,Rows,2,18.98,329.57,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.793880455,1,0.469082068,0.35
18,1,68.33,1.8,21.09,2,15,1.09,786.11,Tricep Dips,2,18.08,338.49,['triceps'],upperbody,1,0,0,0,0.829142948,1,0.474371442,0.35
36.39,1,122.12,1.93,32.78,3,13,1.49,1072.8,Push Ups,2,22.81,375.36,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.974897217,1,0.496234583,0.35
26.86,1,77.07,1.7,26.67,2,0,0.96,1161.6,Incline Push-ups,2,18.08,352.48,"['upper_chest', 'shoulders']",upperbody,1,0,0,0,0.884448134,1,0.48266722,0.35
58.92,0,65.25,1.52,28.24,2,11,1.41,1351.34,Scissors Kicks,1,16.89,331.27,['lower_abs'],core,1,0,1,0,0.800600886,0.5,0.720090133,0.625
41.97,0,98.2,1.91,26.92,2,13,1.02,979.2,Scissors Kicks,2,21,341.1,['lower_abs'],core,1,0,1,0,0.839460784,1,0.725919118,0.7
18.78,1,73.44,1.79,22.92,2,1,0.8,968.88,Plank,1,24.97,332.86,"['core', 'shoulders', 'glutes']",core,1,0,0,1,0.806886464,0.5,0.52103297,0.325
38.01,1,77.35,1.58,30.98,3,0,0.74,487.51,Push-ups,1,24.04,350.94,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.878360215,0.5,0.481754032,0.275
52.9,1,61.48,1.64,22.86,1,0,0.54,653.4,Reverse Lunges,1,17.03,363.04,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.926193865,0.5,0.48892908,0.275
36.35,0,47.86,1.68,16.96,0,0,1.22,1474.86,Bear Crawls,0,22.04,331.93,"['shoulders', 'core', 'legs']",fullbody,0,0,1,0,0.803209994,0,0.370481499,0.35
52.27,1,58.16,1.56,23.9,1,26,1.65,1716,Deadlift,0,22.02,353.61,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.888915244,0,0.483337287,0.2
45.2,1,89.95,1.81,27.46,2,27,1.71,1334.83,Scissors Kicks,1,14.92,356.71,['lower_abs'],core,1,0,1,0,0.901170145,0.5,0.735175522,0.625
42.1,1,69.23,1.87,19.8,1,14,1.39,1502.45,Bench Press,2,14.94,358.76,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.909274194,1,0.486391129,0.35
42.03,1,97.87,1.91,26.83,2,14,1,1321.1,Burpees,2,21.13,341.5,['full_body'],fullbody,0,1,1,0,0.841042062,1,0.576156309,0.75
